 log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	6.45	0.89999998	0.9000	0.0034	3.8244	4.6325	4.762	4.988	5.263	4.899	4.640	4.362	4.086	3.850	3.827	-0.85396262
	6.45	1.00000000	1.0000	0.2186	3.8568	4.5926	4.223	4.402	4.637	4.339	4.133	3.915	3.707	3.539	3.519	-0.74074074
	6.45	1.10000002	1.1000	0.4093	3.8928	4.5874	3.747	3.921	4.061	3.842	3.701	3.549	3.421	3.315	3.299	-0.65130752
	6.45	1.20000005	1.2000	0.5696	3.9292	4.6105	3.346	3.572	3.589	3.453	3.389	3.317	3.247	3.195	3.195	-0.57912395
	6.45	1.29999995	1.3000	0.7233	3.9642	4.6316	2.962	3.213	3.212	3.149	3.133	3.109	3.088	3.076	3.074	-0.51980772
	6.45	1.39999998	1.4000	0.8635	3.9956	4.6492	2.611	2.881	2.930	2.912	2.918	2.925	2.947	2.957	2.958	-0.47031994
	6.45	1.50000000	1.5000	0.9903	4.0238	4.6651	2.294	2.601	2.716	2.729	2.751	2.772	2.825	2.846	2.856	-0.42849231
	6.45	1.60000002	1.6000	1.1055	4.0495	4.6808	2.006	2.351	2.536	2.577	2.607	2.643	2.721	2.748	2.765	-0.39273920
	6.45	1.70000005	1.7000	1.2154	4.0739	4.6948	1.732	2.126	2.374	2.438	2.475	2.519	2.623	2.658	2.680	-0.36187632
	6.45	1.79999995	1.8000	1.3184	4.0954	4.7023	1.474	1.913	2.220	2.301	2.341	2.399	2.519	2.558	2.582	-0.33500274
	6.45	1.89999998	1.9000	1.4075	4.1170	4.7232	1.251	1.753	2.111	2.204	2.254	2.316	2.453	2.499	2.530	-0.31142170
	6.45	2.00000000	2.0000	1.4966	4.1359	4.7322	1.029	1.584	1.986	2.091	2.144	2.214	2.366	2.415	2.452	-0.29058670
	6.45	2.09999990	2.1000	1.5774	4.1534	4.7423	0.827	1.436	1.877	1.991	2.047	2.124	2.291	2.342	2.383	-0.27206346
	6.45	2.20000005	2.2000	1.6539	4.1711	4.7567	0.635	1.304	1.783	1.905	1.965	2.048	2.229	2.283	2.327	-0.25550276
	6.45	2.29999995	2.3000	1.7283	4.1881	4.7699	0.449	1.176	1.690	1.821	1.885	1.972	2.166	2.225	2.272	-0.24062108
	6.45	2.40000010	2.4000	1.7987	4.2024	4.7751	0.273	1.049	1.590	1.728	1.798	1.887	2.092	2.156	2.205	-0.22718572
	6.45	2.50000000	2.5000	1.8640	4.2185	4.7920	0.110	0.942	1.514	1.661	1.734	1.830	2.046	2.114	2.164	-0.21500434
	6.45	3.00000000	3.0000	2.1452	4.2799	4.8357	-0.593	0.464	1.149	1.323	1.409	1.523	1.783	1.861	1.924	-0.16809413
	6.45	4.00000000	4.0000	2.5879	4.3743	4.8952	-1.700	-0.286	0.556	0.775	0.882	1.022	1.339	1.434	1.516	-0.11399485
	6.45	5.00000000	4.9999	2.9099	4.4438	4.9483	-2.505	-0.837	0.100	0.358	0.478	0.638	0.994	1.104	1.204	-0.08434449
	6.45	6.00000000	5.9999	3.1591	4.4989	4.9988	-3.128	-1.285	-0.274	0.006	0.136	0.312	0.702	0.822	0.927	-0.06594199
	6.45	7.00000000	6.9998	3.3616	4.5450	5.0475	-3.634	-1.651	-0.570	-0.267	-0.126	0.056	0.470	0.591	0.702	-0.05355301
	6.45	7.84501266	7.8448	3.5288	4.5827	5.0807	-4.052	-1.881	-0.757	-0.449	-0.306	-0.123	0.293	0.422	0.534	-0.04591608
	6.45	8.00000000	7.9998	3.5587	4.5894	5.0862	-4.127	-1.917	-0.786	-0.476	-0.333	-0.150	0.267	0.394	0.505	-0.04471927
	6.45	8.30000019	8.2997	3.6128	4.6014	5.0959	-4.262	-1.982	-0.841	-0.525	-0.383	-0.199	0.219	0.341	0.453	-0.04255110
	6.45	8.85437965	8.8541	3.7036	4.6214	5.1133	-4.489	-2.053	-0.900	-0.583	-0.447	-0.256	0.164	0.286	0.399	-0.03899444
	6.45	9.00000000	8.9997	3.7265	4.6265	5.1176	-4.546	-2.070	-0.914	-0.597	-0.463	-0.270	0.150	0.273	0.385	-0.03814511
	6.45	9.01078033	9.0104	3.7281	4.6268	5.1180	-4.550	-2.072	-0.916	-0.598	-0.465	-0.271	0.149	0.272	0.384	-0.03808351
	6.45	9.50000000	9.4996	3.8015	4.6428	5.1314	-4.734	-2.137	-0.971	-0.647	-0.507	-0.318	0.103	0.232	0.345	-0.03546005
	6.45	10.00000000	9.9996	3.8715	4.6581	5.1450	-4.909	-2.196	-1.021	-0.691	-0.547	-0.362	0.062	0.194	0.309	-0.03308767
	6.45	10.42093849	10.4205	3.9278	4.6704	5.1557	-5.049	-2.241	-1.058	-0.728	-0.584	-0.399	0.032	0.158	0.279	-0.03129623
	6.45	11.19581509	11.1953	4.0258	4.6918	5.1745	-5.294	-2.302	-1.112	-0.781	-0.636	-0.450	-0.015	0.116	0.240	-0.02840802
	6.45	11.81997395	11.8194	4.0991	4.7079	5.1890	-5.478	-2.355	-1.160	-0.826	-0.681	-0.493	-0.056	0.079	0.204	-0.02640182
	6.45	12.00000000	11.9994	4.1193	4.7123	5.1930	-5.528	-2.373	-1.176	-0.841	-0.695	-0.506	-0.069	0.067	0.192	-0.02586852
	6.45	13.47096634	13.4706	4.2655	4.7359	5.1914	-5.894	-2.576	-1.376	-1.037	-0.890	-0.698	-0.258	-0.121	0.004	-0.02212982
	6.45	15.00000000	15.0000	4.4006	4.7541	5.1759	-6.231	-2.799	-1.599	-1.258	-1.109	-0.915	-0.475	-0.339	-0.212	-0.01914005
	6.45	17.34502983	17.3450	4.5742	4.7725	5.1387	-6.666	-3.132	-1.938	-1.596	-1.447	-1.252	-0.813	-0.677	-0.551	-0.01573185
	6.45	20.00000000	20.0000	4.7473	4.7899	5.0972	-7.098	-3.475	-2.288	-1.946	-1.797	-1.601	-1.164	-1.028	-0.903	-0.01298003
	6.45	21.03999710	21.0400	4.8050	4.7952	5.0828	-7.243	-3.594	-2.409	-2.067	-1.918	-1.722	-1.286	-1.150	-1.025	-0.01212145
	6.45	24.92345047	24.9235	4.9995	4.8119	5.0286	-7.729	-4.008	-2.832	-2.491	-2.343	-2.147	-1.713	-1.579	-1.454	-0.00964373
	6.45	28.81796074	28.8180	5.1687	4.8246	4.9732	-8.152	-4.368	-3.197	-2.856	-2.707	-2.511	-2.078	-1.944	-1.820	-0.00792722
	6.45	30.00000000	30.0000	5.2159	4.8277	4.9562	-8.270	-4.464	-3.293	-2.951	-2.803	-2.606	-2.173	-2.039	-1.914	-0.00750849
	6.45	31.29533195	31.2953	5.2587	4.8301	4.9413	-8.377	-4.555	-3.384	-3.042	-2.893	-2.696	-2.263	-2.128	-2.004	-0.00709200
	6.45	35.23638153	35.2364	5.3800	4.8356	4.8935	-8.680	-4.822	-3.649	-3.307	-3.158	-2.959	-2.526	-2.391	-2.267	-0.00604266
	6.45	39.21103668	39.2110	5.4895	4.8390	4.8438	-8.954	-5.074	-3.900	-3.557	-3.408	-3.209	-2.775	-2.641	-2.516	-0.00523076
	6.45	42.73395920	42.7340	5.5782	4.8402	4.7974	-9.175	-5.287	-4.114	-3.770	-3.621	-3.422	-2.988	-2.853	-2.729	-0.00465717
	6.45	46.25000000	46.2500	5.6600	4.8397	4.7481	-9.380	-5.495	-4.322	-3.978	-3.829	-3.630	-3.196	-3.061	-2.937	-0.00418567
	6.45	49.30017090	49.3002	5.7263	4.8381	4.7030	-9.546	-5.671	-4.498	-4.155	-4.006	-3.807	-3.374	-3.239	-3.114	-0.00383991
	6.45	50.00000000	50.0000	5.7410	4.8375	4.6919	-9.583	-5.712	-4.539	-4.196	-4.047	-3.849	-3.415	-3.280	-3.156	-0.00376753
	6.45	50.83705521	50.8371	5.7559	4.8367	4.6811	-9.620	-5.755	-4.582	-4.239	-4.090	-3.892	-3.458	-3.323	-3.199	-0.00368403
	6.45	53.93652725	53.9365	5.8085	4.8333	4.6408	-9.751	-5.909	-4.736	-4.394	-4.245	-4.047	-3.614	-3.479	-3.355	-0.00340114
	6.45	56.85773087	56.8577	5.8557	4.8292	4.5999	-9.869	-6.054	-4.882	-4.541	-4.392	-4.195	-3.762	-3.628	-3.503	-0.00316738
	6.45	59.59144211	59.5914	5.8975	4.8246	4.5600	-9.974	-6.189	-5.019	-4.678	-4.529	-4.333	-3.900	-3.766	-3.642	-0.00297282
	6.45	62.14450455	62.1445	5.9347	4.8196	4.5210	-10.067	-6.316	-5.146	-4.806	-4.658	-4.461	-4.029	-3.895	-3.771	-0.00280913
	6.45	64.65565491	64.6557	5.9701	4.8140	4.4805	-10.155	-6.441	-5.272	-4.933	-4.785	-4.590	-4.159	-4.025	-3.901	-0.00266285
	6.45	67.09791565	67.0979	6.0031	4.8076	4.4379	-10.238	-6.566	-5.398	-5.060	-4.913	-4.719	-4.288	-4.154	-4.031	-0.00253285
	6.45	69.34620667	69.3462	6.0323	4.8012	4.3973	-10.311	-6.682	-5.515	-5.178	-5.031	-4.838	-4.408	-4.274	-4.151	-0.00242262
	6.45	70.00000000	70.0000	6.0407	4.7992	4.3853	-10.332	-6.716	-5.549	-5.212	-5.066	-4.873	-4.443	-4.309	-4.186	-0.00239213
	6.45	70.66983795	70.6698	6.0482	4.7974	4.3746	-10.350	-6.747	-5.580	-5.244	-5.097	-4.904	-4.475	-4.341	-4.218	-0.00236157
	6.45	72.92001343	72.9200	6.0730	4.7904	4.3354	-10.413	-6.855	-5.690	-5.355	-5.209	-5.017	-4.588	-4.455	-4.332	-0.00226372
	6.45	75.00522614	75.0052	6.0952	4.7839	4.2996	-10.468	-6.954	-5.790	-5.455	-5.310	-5.119	-4.690	-4.557	-4.434	-0.00217918
	6.45	76.96125793	76.9613	6.1155	4.7770	4.2627	-10.519	-7.051	-5.888	-5.555	-5.409	-5.219	-4.791	-4.659	-4.536	-0.00210474
	6.45	78.93164825	78.9316	6.1354	4.7699	4.2256	-10.568	-7.147	-5.985	-5.654	-5.509	-5.319	-4.892	-4.760	-4.638	-0.00203412
	6.45	80.77133942	80.7713	6.1537	4.7628	4.1886	-10.614	-7.241	-6.080	-5.749	-5.605	-5.417	-4.990	-4.858	-4.736	-0.00197183
	6.45	82.49472046	82.4947	6.1701	4.7555	4.1525	-10.655	-7.330	-6.170	-5.841	-5.697	-5.510	-5.084	-4.952	-4.830	-0.00191642
	6.45	84.10881042	84.1088	6.1853	4.7485	4.1177	-10.693	-7.414	-6.256	-5.928	-5.784	-5.598	-5.173	-5.041	-4.920	-0.00186694
	6.45	85.60375977	85.6038	6.1992	4.7413	4.0824	-10.728	-7.497	-6.340	-6.013	-5.870	-5.685	-5.260	-5.129	-5.008	-0.00182306
	6.45	87.28029633	87.2803	6.2144	4.7330	4.0425	-10.766	-7.590	-6.435	-6.109	-5.967	-5.782	-5.359	-5.228	-5.107	-0.00177594
	6.45	88.64898682	88.6490	6.2266	4.7259	4.0087	-10.796	-7.668	-6.513	-6.189	-6.047	-5.863	-5.441	-5.310	-5.189	-0.00173903
	6.45	90.21648407	90.2165	6.2403	4.7174	3.9687	-10.831	-7.758	-6.605	-6.282	-6.141	-5.959	-5.537	-5.406	-5.285	-0.00169836
	6.45	91.56667328	91.5667	6.2520	4.7096	3.9322	-10.860	-7.839	-6.688	-6.366	-6.225	-6.044	-5.623	-5.492	-5.372	-0.00166464
	6.45	92.98509216	92.9851	6.2640	4.7009	3.8921	-10.890	-7.927	-6.777	-6.457	-6.317	-6.136	-5.716	-5.586	-5.466	-0.00163045
	6.45	94.34626007	94.3463	6.2753	4.6916	3.8499	-10.918	-8.029	-6.879	-6.559	-6.419	-6.239	-5.819	-5.692	-5.572	-0.00159878
	6.45	95.58052826	95.5805	6.2855	4.6834	3.8125	-10.944	-8.121	-6.971	-6.651	-6.511	-6.331	-5.911	-5.788	-5.668	-0.00157097
	6.45	96.69915009	96.6992	6.2946	4.6758	3.7779	-10.966	-8.205	-7.056	-6.736	-6.596	-6.416	-5.996	-5.876	-5.756	-0.00154648
	6.45	97.90824127	97.9082	6.3043	4.6664	3.7361	-10.991	-8.296	-7.150	-6.830	-6.690	-6.510	-6.095	-5.970	-5.855	-0.00152076
	6.45	99.12712097	99.1271	6.3140	4.6565	3.6923	-11.015	-8.390	-7.249	-6.929	-6.789	-6.609	-6.197	-6.069	-5.957	-0.00149557
	6.50	0.69999999	0.7000	-0.5171	3.7545	4.7642	6.063	6.603	6.816	6.254	5.880	5.487	5.054	4.695	4.633	-1.19890256
	6.50	0.80000001	0.8000	-0.2397	3.7909	4.6904	5.369	5.701	5.976	5.528	5.215	4.882	4.529	4.231	4.195	-1.00113983
	6.50	0.89999998	0.9000	0.0034	3.8244	4.6325	4.761	4.988	5.263	4.899	4.640	4.362	4.086	3.850	3.827	-0.85396262
	6.50	1.00000000	1.0000	0.2187	3.8568	4.5926	4.223	4.402	4.637	4.339	4.133	3.915	3.707	3.539	3.519	-0.74074074
	6.50	1.10000002	1.1000	0.4093	3.8928	4.5874	3.747	3.921	4.061	3.842	3.701	3.549	3.421	3.315	3.299	-0.65130752
	6.50	1.20000005	1.2000	0.5697	3.9292	4.6105	3.346	3.571	3.589	3.453	3.389	3.317	3.247	3.195	3.195	-0.57912395
	6.50	1.29999995	1.3000	0.7233	3.9642	4.6316	2.962	3.213	3.212	3.149	3.133	3.109	3.088	3.076	3.074	-0.51980772
	6.50	1.39999998	1.4000	0.8635	3.9956	4.6492	2.611	2.881	2.930	2.911	2.917	2.924	2.947	2.957	2.958	-0.47031994
	6.50	1.50000000	1.5000	0.9904	4.0238	4.6651	2.294	2.601	2.716	2.729	2.751	2.772	2.825	2.845	2.856	-0.42849231
	6.50	1.60000002	1.6000	1.1056	4.0495	4.6807	2.006	2.351	2.535	2.577	2.607	2.643	2.721	2.747	2.765	-0.39273920
	6.50	1.70000005	1.7000	1.2155	4.0739	4.6947	1.731	2.126	2.374	2.438	2.475	2.519	2.623	2.657	2.680	-0.36187632
	6.50	1.79999995	1.8000	1.3184	4.0954	4.7023	1.474	1.913	2.220	2.301	2.341	2.399	2.518	2.558	2.582	-0.33500274
	6.50	1.89999998	1.9000	1.4076	4.1170	4.7231	1.251	1.753	2.111	2.204	2.254	2.316	2.453	2.498	2.529	-0.31142170
	6.50	2.00000000	2.0000	1.4967	4.1359	4.7321	1.028	1.584	1.986	2.090	2.143	2.214	2.366	2.415	2.451	-0.29058670
	6.50	2.09999990	2.1000	1.5775	4.1534	4.7422	0.826	1.435	1.877	1.991	2.047	2.124	2.290	2.342	2.383	-0.27206346
	6.50	2.20000005	2.2000	1.6541	4.1711	4.7566	0.635	1.304	1.783	1.905	1.964	2.048	2.229	2.283	2.327	-0.25550276
	6.50	2.29999995	2.3000	1.7285	4.1881	4.7697	0.449	1.176	1.689	1.820	1.884	1.972	2.165	2.225	2.272	-0.24062108
	6.50	2.40000010	2.4000	1.7989	4.2024	4.7749	0.273	1.048	1.590	1.728	1.797	1.887	2.091	2.155	2.205	-0.22718572
	6.50	2.50000000	2.5000	1.8642	4.2185	4.7918	0.109	0.941	1.513	1.661	1.734	1.829	2.046	2.113	2.163	-0.21500434
	6.50	3.00000000	3.0000	2.1456	4.2800	4.8354	-0.594	0.463	1.148	1.322	1.409	1.522	1.783	1.860	1.923	-0.16809413
	6.50	4.00000000	3.9999	2.5883	4.3744	4.8952	-1.701	-0.287	0.556	0.775	0.882	1.022	1.338	1.434	1.515	-0.11399485
	6.50	5.00000000	4.9999	2.9104	4.4440	4.9486	-2.506	-0.838	0.100	0.358	0.478	0.638	0.994	1.104	1.204	-0.08434449
	6.50	6.00000000	5.9999	3.1598	4.4992	4.9992	-3.130	-1.286	-0.274	0.006	0.136	0.312	0.702	0.822	0.927	-0.06594199
	6.50	7.00000000	6.9998	3.3631	4.5454	5.0474	-3.638	-1.653	-0.572	-0.269	-0.128	0.054	0.468	0.590	0.701	-0.05355301
	6.50	7.56746721	7.5672	3.4777	4.5712	5.0702	-3.924	-1.817	-0.704	-0.400	-0.258	-0.076	0.340	0.471	0.582	-0.04820399
	6.50	8.00000000	7.9997	3.5629	4.5903	5.0855	-4.137	-1.922	-0.792	-0.481	-0.338	-0.155	0.262	0.388	0.500	-0.04471927
	6.50	8.30000019	8.2997	3.6172	4.6024	5.0954	-4.273	-1.987	-0.846	-0.530	-0.388	-0.204	0.214	0.336	0.448	-0.04255110
	6.50	8.51977921	8.5195	3.6541	4.6105	5.1024	-4.365	-2.016	-0.870	-0.553	-0.414	-0.227	0.192	0.314	0.426	-0.04107598
	6.50	9.00000000	8.9996	3.7319	4.6276	5.1167	-4.560	-2.076	-0.920	-0.603	-0.469	-0.275	0.144	0.267	0.380	-0.03814511
	6.50	9.50000000	9.4996	3.8072	4.6440	5.1305	-4.748	-2.143	-0.977	-0.652	-0.512	-0.324	0.097	0.227	0.340	-0.03546005
	6.50	9.95309448	9.9526	3.8715	4.6581	5.1427	-4.909	-2.198	-1.023	-0.694	-0.550	-0.365	0.059	0.191	0.306	-0.03329835
	6.50	10.00000000	9.9995	3.8780	4.6595	5.1439	-4.925	-2.203	-1.027	-0.698	-0.554	-0.369	0.056	0.187	0.303	-0.03308767
	6.50	10.09155560	10.0911	3.8906	4.6622	5.1463	-4.956	-2.213	-1.036	-0.706	-0.562	-0.377	0.049	0.179	0.296	-0.03268306
	6.50	10.84193993	10.8414	3.9896	4.6838	5.1648	-5.204	-2.285	-1.097	-0.766	-0.622	-0.436	-0.002	0.125	0.249	-0.02966687
	6.50	11.44637012	11.4457	4.0642	4.7002	5.1791	-5.390	-2.327	-1.135	-0.804	-0.659	-0.472	-0.037	0.098	0.222	-0.02757177
	6.50	11.95922565	11.9585	4.1234	4.7131	5.1905	-5.539	-2.379	-1.183	-0.848	-0.702	-0.513	-0.076	0.060	0.185	-0.02598766
	6.50	12.00000000	11.9993	4.1279	4.7141	5.1914	-5.550	-2.383	-1.186	-0.852	-0.705	-0.516	-0.079	0.057	0.182	-0.02586852
	6.50	12.21671963	12.2160	4.1506	4.7177	5.1912	-5.607	-2.415	-1.217	-0.882	-0.735	-0.546	-0.108	0.028	0.153	-0.02525094
	6.50	14.92823219	14.9282	4.4036	4.7516	5.1610	-6.239	-2.833	-1.637	-1.298	-1.149	-0.956	-0.518	-0.382	-0.256	-0.01926437
	6.50	15.00000000	15.0000	4.4096	4.7523	5.1597	-6.254	-2.844	-1.648	-1.309	-1.161	-0.968	-0.529	-0.393	-0.267	-0.01914005
	6.50	15.45650387	15.4565	4.4456	4.7561	5.1518	-6.344	-2.914	-1.719	-1.380	-1.231	-1.038	-0.599	-0.464	-0.338	-0.01838087
	6.50	18.76403999	18.7640	4.6816	4.7797	5.0943	-6.934	-3.382	-2.197	-1.857	-1.709	-1.515	-1.079	-0.944	-0.819	-0.01414737
	6.50	20.00000000	20.0000	4.7606	4.7870	5.0726	-7.131	-3.545	-2.364	-2.024	-1.876	-1.682	-1.247	-1.112	-0.987	-0.01298003
	6.50	21.86958694	21.8696	4.8635	4.7958	5.0435	-7.389	-3.764	-2.588	-2.249	-2.102	-1.907	-1.474	-1.339	-1.215	-0.01150486
	6.50	25.28690338	25.2869	5.0329	4.8087	4.9887	-7.812	-4.134	-2.965	-2.627	-2.480	-2.285	-1.854	-1.721	-1.597	-0.00945708
	6.50	28.35021400	28.3502	5.1682	4.8174	4.9380	-8.150	-4.414	-3.244	-2.904	-2.756	-2.561	-2.129	-1.995	-1.871	-0.00810429
	6.50	30.00000000	30.0000	5.2358	4.8211	4.9099	-8.319	-4.558	-3.388	-3.047	-2.899	-2.703	-2.271	-2.137	-2.013	-0.00750849
	6.50	33.20776749	33.2078	5.3405	4.8247	4.8636	-8.581	-4.796	-3.625	-3.284	-3.136	-2.939	-2.507	-2.372	-2.248	-0.00654625
	6.50	36.19132614	36.1913	5.4299	4.8263	4.8181	-8.805	-5.008	-3.837	-3.496	-3.348	-3.151	-2.718	-2.584	-2.460	-0.00582841
	6.50	39.16905594	39.1691	5.5123	4.8264	4.7703	-9.011	-5.214	-4.043	-3.702	-3.553	-3.356	-2.924	-2.789	-2.665	-0.00523833
	6.50	41.75223923	41.7522	5.5792	4.8252	4.7261	-9.178	-5.390	-4.219	-3.878	-3.729	-3.533	-3.100	-2.966	-2.842	-0.00480561
	6.50	44.27895355	44.2790	5.6409	4.8228	4.6804	-9.332	-5.560	-4.389	-4.049	-3.900	-3.704	-3.272	-3.137	-3.013	-0.00443915
	6.50	46.61541748	46.6154	5.6951	4.8194	4.6352	-9.468	-5.718	-4.548	-4.208	-4.060	-3.864	-3.432	-3.298	-3.174	-0.00414144
	6.50	48.72390366	48.7239	5.7417	4.8154	4.5917	-9.584	-5.861	-4.691	-4.352	-4.204	-4.009	-3.577	-3.443	-3.320	-0.00390135
	6.50	50.00000000	50.0000	5.7689	4.8125	4.5642	-9.652	-5.948	-4.779	-4.440	-4.293	-4.098	-3.666	-3.532	-3.409	-0.00376753
	6.50	50.18727493	50.1873	5.7722	4.8121	4.5609	-9.661	-5.959	-4.790	-4.451	-4.304	-4.109	-3.677	-3.544	-3.420	-0.00374856
	6.50	52.21525574	52.2153	5.8082	4.8070	4.5216	-9.751	-6.083	-4.915	-4.577	-4.430	-4.235	-3.805	-3.671	-3.548	-0.00355336
	6.50	54.18760300	54.1876	5.8420	4.8016	4.4822	-9.835	-6.203	-5.036	-4.699	-4.553	-4.359	-3.929	-3.795	-3.672	-0.00337988
	6.50	56.00329971	56.0033	5.8717	4.7958	4.4438	-9.909	-6.316	-5.150	-4.814	-4.667	-4.474	-4.045	-3.912	-3.788	-0.00323279
	6.50	57.57971954	57.5797	5.8967	4.7902	4.4084	-9.972	-6.416	-5.251	-4.915	-4.769	-4.577	-4.148	-4.015	-3.892	-0.00311388
	6.50	59.38265228	59.3827	5.9245	4.7835	4.3670	-10.041	-6.530	-5.366	-5.032	-4.886	-4.695	-4.267	-4.134	-4.011	-0.00298694
	6.50	60.82770538	60.8277	5.9464	4.7771	4.3301	-10.096	-6.627	-5.464	-5.131	-4.986	-4.796	-4.368	-4.235	-4.113	-0.00289154
	6.50	62.26309967	62.2631	5.9674	4.7707	4.2938	-10.148	-6.722	-5.560	-5.228	-5.083	-4.894	-4.467	-4.334	-4.212	-0.00280191
	6.50	63.58434677	63.5843	5.9866	4.7641	4.2572	-10.197	-6.814	-5.653	-5.322	-5.178	-4.989	-4.563	-4.431	-4.309	-0.00272360
	6.50	65.04457092	65.0446	6.0070	4.7565	4.2162	-10.247	-6.915	-5.756	-5.426	-5.283	-5.095	-4.669	-4.537	-4.415	-0.00264138
	6.50	66.29359436	66.2936	6.0243	4.7490	4.1771	-10.291	-7.009	-5.850	-5.522	-5.379	-5.192	-4.767	-4.635	-4.514	-0.00257442
	6.50	67.41067505	67.4107	6.0393	4.7421	4.1419	-10.328	-7.092	-5.935	-5.607	-5.464	-5.279	-4.854	-4.723	-4.602	-0.00251700
	6.50	68.50038910	68.5004	6.0537	4.7348	4.1050	-10.364	-7.177	-6.021	-5.695	-5.552	-5.368	-4.944	-4.813	-4.692	-0.00246309
	6.50	69.54996490	69.5500	6.0675	4.7273	4.0681	-10.399	-7.261	-6.106	-5.781	-5.639	-5.455	-5.033	-4.902	-4.781	-0.00241304
	6.50	70.00000000	70.0000	6.0733	4.7240	4.0519	-10.413	-7.297	-6.143	-5.819	-5.677	-5.494	-5.071	-4.940	-4.820	-0.00239213
	6.50	70.46549225	70.4655	6.0786	4.7210	4.0374	-10.426	-7.330	-6.177	-5.853	-5.711	-5.529	-5.106	-4.976	-4.855	-0.00237082
	6.50	71.55705261	71.5571	6.0910	4.7133	4.0007	-10.458	-7.413	-6.260	-5.938	-5.797	-5.615	-5.194	-5.063	-4.943	-0.00232212
	6.50	72.60454559	72.6045	6.1026	4.7056	3.9646	-10.486	-7.493	-6.342	-6.021	-5.880	-5.699	-5.279	-5.149	-5.028	-0.00227701
	6.50	73.55438232	73.5544	6.1128	4.6985	3.9316	-10.512	-7.567	-6.417	-6.097	-5.957	-5.777	-5.357	-5.227	-5.107	-0.00223741
	6.50	74.41520691	74.4152	6.1222	4.6916	3.8999	-10.535	-7.646	-6.496	-6.176	-6.036	-5.856	-5.436	-5.309	-5.189	-0.00220254
	6.50	75.34566498	75.3457	6.1322	4.6836	3.8631	-10.561	-7.737	-6.587	-6.267	-6.127	-5.947	-5.527	-5.404	-5.284	-0.00216590
	6.50	76.28366852	76.2837	6.1423	4.6755	3.8260	-10.586	-7.827	-6.677	-6.357	-6.217	-6.037	-5.618	-5.497	-5.378	-0.00213002
	6.50	77.15901947	77.1590	6.1514	4.6676	3.7905	-10.608	-7.905	-6.759	-6.439	-6.299	-6.119	-5.703	-5.579	-5.463	-0.00209746
	6.50	77.95970154	77.9597	6.1597	4.6599	3.7556	-10.629	-7.981	-6.838	-6.518	-6.378	-6.198	-5.785	-5.658	-5.545	-0.00206843
	6.50	78.81990814	78.8199	6.1687	4.6513	3.7172	-10.652	-8.063	-6.924	-6.605	-6.465	-6.285	-5.875	-5.745	-5.635	-0.00203802
	6.50	79.65021515	79.6502	6.1772	4.6431	3.6805	-10.673	-8.140	-7.004	-6.688	-6.552	-6.368	-5.958	-5.832	-5.722	-0.00200939
	6.50	80.41081238	80.4108	6.1851	4.6352	3.6449	-10.693	-8.214	-7.081	-6.768	-6.635	-6.448	-6.038	-5.915	-5.805	-0.00198377
	6.50	81.13058472	81.1306	6.1929	4.6270	3.6084	-10.712	-8.289	-7.159	-6.849	-6.719	-6.530	-6.120	-6.000	-5.890	-0.00196005
	6.50	82.08725739	82.0873	6.2035	4.6186	3.5694	-10.739	-8.377	-7.247	-6.937	-6.807	-6.621	-6.214	-6.091	-5.981	-0.00192927
	6.50	82.31983185	82.3198	6.2063	4.6173	3.5623	-10.746	-8.394	-7.264	-6.954	-6.824	-6.638	-6.232	-6.108	-5.998	-0.00192192
	6.50	82.62023163	82.6202	6.2145	4.6252	3.5874	-10.766	-8.357	-7.227	-6.917	-6.787	-6.598	-6.189	-6.068	-5.958	-0.00191249
	6.50	82.64913940	82.6491	6.2169	4.6303	3.6057	-10.772	-8.326	-7.195	-6.885	-6.754	-6.565	-6.155	-6.034	-5.924	-0.00191159
	6.50	82.67709351	82.6771	6.2197	4.6354	3.6232	-10.779	-8.299	-7.166	-6.853	-6.720	-6.533	-6.123	-6.000	-5.890	-0.00191072
	6.50	82.72017670	82.7202	6.2229	4.6399	3.6381	-10.787	-8.277	-7.142	-6.827	-6.693	-6.507	-6.097	-5.973	-5.863	-0.00190937
	6.50	82.73200989	82.7320	6.2235	4.6404	3.6398	-10.789	-8.274	-7.139	-6.824	-6.689	-6.504	-6.094	-5.969	-5.859	-0.00190900
	6.50	82.90182495	82.9018	6.2265	4.6330	3.6081	-10.796	-8.332	-7.200	-6.888	-6.756	-6.568	-6.158	-6.036	-5.926	-0.00190373
	6.50	83.05570221	83.0557	6.2288	4.6258	3.5777	-10.802	-8.388	-7.258	-6.948	-6.818	-6.629	-6.220	-6.099	-5.989	-0.00189897
	6.50	83.25168610	83.2517	6.2314	4.6177	3.5439	-10.808	-8.454	-7.324	-7.014	-6.884	-6.698	-6.292	-6.168	-6.058	-0.00189293
	6.50	83.53128052	83.5313	6.2346	4.6081	3.5035	-10.816	-8.532	-7.402	-7.092	-6.962	-6.780	-6.378	-6.250	-6.140	-0.00188439
	6.50	83.85112762	83.8511	6.2379	4.5981	3.4620	-10.825	-8.609	-7.481	-7.173	-7.043	-6.863	-6.461	-6.333	-6.223	-0.00187469
	6.50	84.14043427	84.1404	6.2408	4.5896	3.4265	-10.832	-8.667	-7.546	-7.241	-7.111	-6.931	-6.526	-6.401	-6.291	-0.00186599
